"Title","Subtitle","CELEX number","Current consolidated version","Latest consolidated version","Publication Reference",
"Council Resolution of 7 December 1998 on energy efficiency in the European Community","","31998Y1217(01)","","","OJ C 394, 17/12/1998, p. 1–3
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Agreement between Canada and the European Atomic Energy Community for cooperation in the area of nuclear research","","21998A1222(01)","","","OJ L 346, 22/12/1998, p. 65–71
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"98/704/Euratom: Council Decision of 22 June 1998 concerning the extension of the duration of the Agreement among the European Atomic Energy Community, the Government of Japan, the Government of the Russian Federation and the Government of the United States of America on cooperation in the engineering design activities (EDA) for the international thermonuclear experimental reactor (ITER)","","31998D0704","","","OJ L 335, 10/12/1998, p. 61–65
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"98/687/ECSC: Commission Decision of 10 June 1998 on German aid to the coal industry for 1997 (notified under document number C(1998) 2046) (Only the German text is authentic) (Text with EEA relevance)","","31998D0687","","","OJ L 324, 02/12/1998, p. 30–36
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Special Report No 17/98 on support for renewable energy sources in the shared-cost actions of the Joule-Thermie Programme and the pilot actions of the Altener Programme together with the Commission's replies (Submitted pursuant to Article 188c(4)(2) of the EC Treaty)","","31998Y1120(03)","","","OJ C 356, 20/11/1998, p. 39–68
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"98/636/ECSC: Commission Decision of 3 June 1998 on financial measures by Spain in respect of the coal industry in 1997 [notified under document number C(1998) 2044] (Only the Spanish text is authentic) (Text with EEA relevance)","","31998D0636","","","OJ L 303, 13/11/1998, p. 53–56
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"98/635/ECSC: Commission Decision of 3 June 1998 on additional financial measures by Spain in respect of the coal industry in 1994, 1995 and 1996 [notified under document number C(1998) 2043] (Only the Spanish text is authentic) (Text with EEA relevance)","","31998D0635","","","OJ L 303, 13/11/1998, p. 47–52
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"98/637/ECSC: Commission Decision of 3 June 1998 on the granting by Spain of aid to the coal industry in 1998 [notified under document number C(1998) 2045] (Only the Spanish text is authentic) (Text with EEA relevance)","","31998D0637","","","OJ L 303, 13/11/1998, p. 57–61
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Final Act of the International Conference and Decision by the Energy Charter Conference in respect of the amendment to the trade-related provisions of the Energy Charter Treaty - Joint Declarations - Annex I: Amendment to the Trade-Related Provisions of the Energy Charter Treaty - Annex II: Decisions in connection with the Adoption of the Amendment to the Trade-Related Provisions of the Energy Charter Treaty","","21998A0912(01)","","","OJ L 252, 12/09/1998, p. 23–46
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		","Council Resolution of 8 June 1998 on renewable sources of energy","","31998Y0624(01)","","","OJ C 198, 24/06/1998, p. 1–3
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"ECSC High Authority: Decision No 22/66 of 16 November 1966 on information to be furnished by undertakings about their investments","","31966S0022","1973-09-01","1973-09-01","OJ 219, 29/11/1966, p. 3728–3731
		 (DE, FR, IT, NL), English special edition: Series I Volume 1965-1966 P. 280  - 283, Other special edition(s) (
           		DA, EL, ES, PT)
		",
"EAEC Council: Regulation No 9 defining the concentrations in ores as provided for in Article 197 (4) of the Treaty establishing the European Atomic Energy Community","","31960R0009(01)","","","OJ 12, 22/02/1960, p. 482–482
		 (DE, FR, IT, NL), English special edition: Series I Volume 1959-1962 P. 43  - 43, Other special edition(s) (
           		DA, ES, PT, FI, SV)
		",
"EAEC Council: Regulation No 3 implementing Article 24 of the Treaty establishing the European Atomic Energy Community","","31958R0003(01)","","","OJ 17, 06/10/1958, p. 406–416
		 (DE, FR, IT, NL), English special edition: Series I Volume 1952-1958 P. 63  - 70, Other special edition(s) (
           		DA, EL, ES, PT, FI, SV, CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"Council Resolution of 18 December 1997 on a Community strategy to promote combined heat and power","","31998Y0108(01)","","","OJ C 4, 08/01/1998, p. 1–2
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"97/873/Euratom: Commission Decision of 12 December 1997 relating to a procedure in application of Article 83 of the Euratom Treaty (XVII-06 - Enusa Juzbado) (Only the Spanish text is authentic)","","31997D0873","","","OJ L 354, 30/12/1997, p. 30–33
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Opinion of the Commission of 1 December 1997 concerning the plan for the disposal of radioactive waste in the final repository for low and intermediate level radioactive waste at Loviisa, Finland, in accordance with Article 37 of the Euratom Treaty","","31997Y1219(01)","","","OJ C 385, 19/12/1997, p. 2–2
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Agreement for cooperation in the peaceful uses of nuclear energy between the European Atomic Energy Community (Euratom) and the Government of the Argentine Republic","","21997A1030(01)","","","OJ L 296, 30/10/1997, p. 32–40
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"Commission Opinion of 10 September 1997 concerning the plan for the disposal of radioactive waste, from the operation of the Sellafield Solvent Treatment Plant of British Nuclear Fuels plc, Sellafield, Cumbria, United Kingdom, in accordance with Article 37 of the Euratom Treaty","","31997Y0925(02)","","","OJ C 291, 25/09/1997, p. 9–9
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Opinion of 10 September 1997 concerning the plan for the disposal of radioactive waste from the Centraco nuclear treatment and conditioning plant (France) in accordance with Article 37 of the Euratom Treaty","","31997Y0925(01)","","","OJ C 291, 25/09/1997, p. 8–8
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)","97/577/ECSC: Commission Decision of 30 April 1997 authorizing the grant by the United Kingdom of aid to the coal industry (Only the English text is authentic) (Text with EEA relevance)","","31997D0577","","","OJ L 237, 28/08/1997, p. 13–16
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Council Resolution of 27 June 1997 on renewable sources of energy","","31997Y0711(01)","","","OJ C 210, 11/07/1997, p. 1–2
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"97/376/ECSC: Commission Decision of 18 December 1996 authorizing the grant by the United Kingdom of aid to the coal industry (Only the English text is authentic) (Text with EEA relevance)","","31997D0376","","","OJ L 158, 17/06/1997, p. 44–48
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"EAEC Commission: Decision fixing the date on which the Euratom Supply Agency shall take up its duties and approving the Agency Rules of 5 May 1960 determining the manner in which demand is to be balanced against the supply of ores, source materials and special fissile materials","","31960D0511","","","OJ 32, 11/05/1960, p. 776–776
		 (DE, FR, IT, NL), English special edition: Series I Volume 1959-1962 P. 45  - 45, Other special edition(s) (
           		DA, FI, SV, CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"EAEC Council: Decision on the establishment of the \"société d'energie nucléaire franco-belge des Ardennes\" Joint Undertaking","","31961D1009","","","OJ 65, 09/10/1961, p. 1173–1189
		 (DE, FR, IT, NL), English special edition: Series I Volume 1959-1962 P. 71  - 83, Other special edition(s) (
           		DA, ES, PT)
		",
"Regulation No 7/63/Euratom of the Council of 3 December 1963 on rules of procedure of the Arbitration Committee provided for in Article 18 of the Treaty establishing the European Atomic Energy Community","","31963R0007","","","OJ 180, 10/12/1963, p. 2849–2853
		 (DE, FR, IT, NL), English special edition: Series I Volume 1963-1964 P. 56  - 61, Other special edition(s) (
           		DA, EL, ES, PT, FI, SV, CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"96/671/Euratom: Commission Decision of 13 November 1996 relating to a procedure in application of Article 83 of the Euratom Treaty (XVII-05 - Jenson Tungsten Ltd, Hemel Hempstead) (Only the English text is authentic)","","31996D0671","","","OJ L 313, 03/12/1996, p. 20–24
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"ECSC High Authority: Decision No 30-53 of 2 May 1953 on practices prohibited by Article 60 (1) of the Treaty in the common market for coal and steel","","31953D0030","1981-07-04","1981-07-04","OJ 6, 04/05/1953, p. 109–110
		 (DE, FR, IT, NL), English special edition: Series I Volume 1952-1958 P. 9  - 11, Other special edition(s) (
           		DA, EL, ES, PT, FI, SV)
		",
"ECSC High Authority: Decision No 14-64 of 8 July 1964 on business books and accounting documents which undertakings must produce for inspection by officials or agents of the High Authority carrying out checks or verifications as regards prices","","31964D0014","","","OJ 120, 28/07/1964, p. 1967–1969
		 (DE, FR, IT, NL), English special edition: Series I Volume 1963-1964 P. 162  - 163, Other special edition(s) (
           		DA, EL, ES, PT)
		",
"96/591/ECSC: Commission Decision of 30 April 1996 on financial measures by Spain in respect of the coal industry in 1995 and additional financial measures in respect of the coal industry in 1994 (Only the Spanish text is authentic) (Text with EEA relevance)","","31996D0591","","","OJ L 259, 12/10/1996, p. 14–18
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)","96/576/ECSC: Commission Decision of 29 May 1996 authorizing the granting of aid by Portugal to the coal industry in 1995 and 1996 (Only the Portuguese text is authentic) (Text with EEA relevance)","","31996D0576","","","OJ L 253, 05/10/1996, p. 20–21
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"96/575/ECSC: Commission Decision of 30 April 1996 on financial measures by Spain in respect of the coal industry in 1996 (Only the Spanish text is authentic) (Text with EEA relevance)","","31996D0575","","","OJ L 253, 05/10/1996, p. 15–19
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"96/560/ECSC: Commission Decision of 30 April 1996 on German aid to the coal industry for 1995 and 1996 (Only the German text is authentic)","","31996D0560","","","OJ L 244, 25/09/1996, p. 15–18
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"96/514/ECSC: Commission Decision of 20 March 1996 authorizing the grant by the United Kingdom of aid to the coal industry (Only the English text is authentic)","","31996D0514","","","OJ L 216, 27/08/1996, p. 6–10
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Resolution of the ECSC Consultative Committee on the White Paper 'An energy policy for the European Union'","","31996Y0810(01)","","","OJ C 232, 10/08/1996, p. 3–5
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"96/458/ECSC: Commission Decision of 30 April 1996 authorizing France to grant aid to the coal industry for 1996 (Only the French text is authentic)","","31996D0458","","","OJ L 191, 01/08/1996, p. 45–47
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Council Resolution of 8 July 1996 on the White Paper 'An energy policy for the European Union'","","31996Y0801(01)","","","OJ C 224, 01/08/1996, p. 1–2
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Agreement for cooperation in the peaceful uses of nuclear energy between the European Atomic Energy Community and the United States of America - Agreed Minute - Declaration on non-proliferation policy","","21996A0520(01)","","","OJ L 120, 20/05/1996, p. 1–11
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"96/282/Euratom: Commission Decision of 10 April 1996 on the reorganization of the Joint Research Centre","","31996D0282","","","OJ L 107, 30/04/1996, p. 12–15
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"96/171/Euratom: Commission Opinion of 12 January 1996 concerning the plan for the disposal of radioactive waste from the decommissioning of the Windscale advanced gas-cooled reactor located at the UKAEA Windscale site, Cumbria, United Kingdom in accordance with Article 37 of the Euratom Treaty (Only the English text is authentic)","","31996A0171","","","OJ L 48, 27/02/1996, p. 13–13
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)","Council Regulation (EC) No 2964/95 of 20 December 1995 introducing registration for crude oil imports and deliveries in the Community","","31995R2964","","","OJ L 310, 22/12/1995, p. 5–6
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"Council Resolution of 23 November 1995 on the Green Paper For a European Union Energy Policy'","","31995Y1207(03)","","","OJ C 327, 07/12/1995, p. 3–4
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Implementing Agreement between the European Atomic Energy Community represented by the Commission of the European Communities and Atomic Energy of Canada Limited designated as implementing agent by the Government of Canada on the involvement of Canada in the European Atomic Energy Community contribution to the engineering design activities (EDA) for the International Thermonuclear Experimental Reactor (ITER)","","21995A0906(02)","","","OJ L 211, 06/09/1995, p. 40–42
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"Resolution of ECSC Consultative Committee on the Green Paper for a European Union energy policy (Text with EEA relevance)","","31995Y0811(01)","","","OJ C 206, 11/08/1995, p. 5–6
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"95/172/Euratom: Opinion of the Commission of 2 May 1995 concerning the plan for the disposal of radioactive waste from the 'TU5' Basic Nuclear Facility at Pierrelatte (France) in accordance with Article 37 of the Euratom Treaty (Only the French text is authentic)","","31995A0172","","","OJ L 114, 20/05/1995, p. 28–28
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Final Act of the Conference on the European Energy Charter - Annex 1: The Energy Charter Treaty - Annex 2: Decisions with respect to the Energy Charter Treaty","","21994A1231(52)","","","OJ L 380, 31/12/1994, p. 24–88
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT), This document has been published in a special edition(s) (
           		FI, SV, CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"94/995/ECSC: Commission Decision of 3 November 1994 ruling on financial measures by the United Kingdom in respect of the coal industry in the 1994/95 and 1995/96 financial year (Text with EEA relevance)","","31994D0995","","","OJ L 379, 31/12/1994, p. 6–12
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"Final Act of the European Energy Charter Conference - Statement submitted by the European Communities to the Secretariat of the Energy Charter pursuant to Article 26(3)(b)(ii) of the Energy Charter Treaty","","21994A1231(51)","","","OJ L 380, 31/12/1994, p. 3–23
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT), This document has been published in a special edition(s) (
           		FI, SV, CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"Final Act of the Conference on the European Energy Charter - Annex 3: Energy Charter Protocol on energy efficiency and related environmental aspects","","21994A1231(53)","","","OJ L 380, 31/12/1994, p. 91–112
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT), This document has been published in a special edition(s) (
           		FI, SV, CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"94/1042/ECSC: Commission Decision of 13 December 1994 authorizing the grant by the United Kingdom of aid to the coal industry (Text with EEA relevance)","","31994D1042","","","OJ L 384, 31/12/1994, p. 23–25
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)","94/955/Euratom: Commission Decision of 21 December 1994 relating to a procedure pursuant to Article 83 of the Euratom Treaty (XVII-004 - Escuela Técnica Superior de Ingenieros Industriales de la Universidad Politécnica de Madrid) (Only the Spanish text is authentic)","","31994D0955","","","OJ L 371, 31/12/1994, p. 16–17
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"94/956/Euratom: Commission Recommendation of 21 December 1994 on the application of Euratom safeguards in Spain (Only the Spanish text is authentic)","","31994H0956","","","OJ L 371, 31/12/1994, p. 18–18
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"94/833/Euratom: Opinion of the Commission of 14 December 1994 concerning the plan for the disposal of radioactive waste from the Chooz B nuclear power station (France) in accordance with Article 37 of the Euratom Treaty (Only the French text is authentic)","","31994A0833","","","OJ L 352, 31/12/1994, p. 6–7
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"94/747/Euratom: Commission Opinion of 7 November 1994 concerning the plan for the disposal of radioactive waste from the Konrad radioactive waste repository at Salzgitter (Germany) in accordance with Article 37 of the Euratom Treaty (Only the German text is authentic)","","31994A0747","","","OJ L 297, 18/11/1994, p. 39–39
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"94/574/ECSC: Commission Decision of 1 June 1994 authorizing the grant by the United Kingdom of aid to the coal industry for the last quarter of the 1993/94 financial year and for the 1994/95 financial year (Only the English text is authentic)","","31994D0574","","","OJ L 220, 25/08/1994, p. 12–14
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"94/573/ECSC: Commission Decision of 1 June 1994 authorizing the granting of aid by Germany to the coal industry in 1994 (Only the German text is authentic)","","31994D0573","","","OJ L 220, 25/08/1994, p. 10–11
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"94/285/Euratom: Commission Decision of 21 February 1994 relating to a procedure in application of the second paragraph of Article 53 of the Euratom Treaty (Only the German text is authentic)","","31994D0285","","","OJ L 122, 17/05/1994, p. 30–36
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"Agreement in the form of exchanges of letters between the European Community and the European Bank for Reconstruction and Development on the contribution of the Community to the nuclear safety account","Unofficial translation","21994A0803(01)","","","OJ L 200, 03/08/1994, p. 35–36
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT), This document has been published in a special edition(s) (
           		FI, SV)
		",
"94/174/Euratom: Commission Opinion of 7 March 1994 concerning the plan for the disposal of radioactive waste from the Melox nuclear fuel fabrication plant at the Marcoule nuclear establishment (France) in accordance with Article 37 of the Euratom Treaty (Only the French text is authentic)","","31994A0174","","","OJ L 80, 24/03/1994, p. 24–24
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"Commission Decision of 19 July 1993 on a procedure for the application of the second paragraph of Article 53 of the EAEC Treaty (Only the Portuguese text is authentic)","","31993D0428","","","OJ L 197, 06/08/1993, p. 54–56
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)","Council Regulation (Euratom) No 1493/93 of 8 June 1993 on shipments of radioactive substances between Member States","","31993R1493","","","OJ L 148, 19/06/1993, p. 1–7
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT), This document has been published in a special edition(s) (
           		FI, SV, CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"93/66/ECSC: Commission Decision of 25 November 1992 concerning financial measures by Germany in respect of the coal industry in 1990, 1991 and 1992 and also additional financial aid for the coal industry in 1989 and 1990 (Only the German text is authentic)","","31993D0066","","","OJ L 21, 29/01/1993, p. 33–36
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"Resolution of the European Coal and Steel Community (ECSC) Consultative Committee towards a coal policy in the internal market","","31993Y0120(01)","","","OJ C 14, 20/01/1993, p. 2–3
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"92/537/Euratom: Commission Opinion of 9 November 1992 concerning the plan for the disposal of radioactive waste from the Sizewell B Nuclear Power Station (United Kingdom) in accordance with Article 37 of the Euratom Treaty (Only the English text is authentic)","","31992A0537","","","OJ L 344, 26/11/1992, p. 40–40
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"Council Resolution of 18 June 1992 on the technological problems of nuclear safety","","31992Y0708(02)","","","OJ C 172, 08/07/1992, p. 2–3
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"92/275/Euratom: Council Decision of 29 April 1992 adopting a supplementary research programme to be implemented by the Joint Research Centre for the European Atomic Energy Community (1992-1995)","","31992D0275","","","OJ L 141, 23/05/1992, p. 27–28
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT), This document has been published in a special edition(s) (
           		FI, SV)
		",
"Resolution of the Consulative Committee of the European Coal and Steel Community concerning the Commission communication to the Council on a Community strategy to limit carbon dioxyde emissions and to improve energy efficiency (CO2/energy tax)","","31992Y0519(01)","","","OJ C 127, 19/05/1992, p. 2–4
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"92/254/Euratom: Commission Opinion of 14 April 1992 concerning the plan for the disposal of radioactive waste of the 'Quercus' uranium ore processing plant of Enusa in Saelices el Chico (Spain) in accordance with Article 37 of the Euratom Treaty","","31992A0254","","","OJ L 128, 14/05/1992, p. 26–26
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"92/236/Euratom: Commission Opinion of 1 April 1992 concerning the plan to release radioactive effluents from the Covra NV radioactive waste processing and storage facility at Sloe (Netherlands), pursuant to Article 37 of the Euratom Treaty","","31992A0236","","","OJ L 121, 06/05/1992, p. 44–44
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"92/194/Euratom: Commission Decision of 4 March 1992 relating to a procedure in application of Article 83 of the Euratom Treaty (XVII-002 - UKAEA Dounreay) (Only the English text is authentic)","","31992D0194","","","OJ L 88, 03/04/1992, p. 54–58
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)","91/141/ECSC: Commission Recommendation of 31 January 1991 concerning coal statistics","","31991H0141","1996-12-17","1996-12-17","OJ L 74, 20/03/1991, p. 35–76
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"Council Directive 90/653/EEC of 4 December 1990 laying down amendments for the purpose of implementing in Germany certain Community Directives relating to statistics on the carriage of goods and statistics on gas and electricity prices","","31990L0653","","","OJ L 353, 17/12/1990, p. 46–47
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT), This document has been published in a special edition(s) (
           		CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"90/413/Euratom: Commission Decision of 1 August 1990 relating to a procedure in application of Article 83 of the Euratom Treaty (XVII-001 - ANF Lingen) (Only the German text is authentic)","","31990D0413","","","OJ L 209, 08/08/1990, p. 27–30
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"89/476/Euratom: Commission Opinion of 20 July 1989 concerning the Penly nuclear power station, Units 1 and 2 (France) (Only the French text is authentic)","","31989A0476","","","OJ L 233, 10/08/1989, p. 37–37
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"89/354/Euratom: Commission Opinion of 23 May 1989 concerning the Golfech, units 1 and 2 (France) nuclear power station (Only the French text is authentic)","","31989A0354","","","OJ L 150, 02/06/1989, p. 25–25
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"89/340/EEC: Council Decision of 3 May 1989 concerning work for third parties performed by the Joint Research Centre relevant to the European Economic Community","","31989D0340","","","OJ L 142, 25/05/1989, p. 10–10
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT), This document has been published in a special edition(s) (
           		FI, SV)
		",
"Agreement for cooperation between the European Atomic Energy Community and the Government of Japan in the field of controlled thermonuclear fusion","","21989A0228(01)","","","OJ L 57, 28/02/1989, p. 63–76
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT), This document has been published in a special edition(s) (
           		FI, SV, CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"89/82/Euratom: Commission Opinion of 16 December 1988 concerning the nuclear power-station Trillo I (Spain) (Only the Spanish text is authentic)","","31989A0082","","","OJ L 32, 03/02/1989, p. 28–28
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"88/611/EEC: Council Recommendation of 8 November 1988 to promote cooperation between public utilities and auto- producers of electricity","","31988H0611","","","OJ L 335, 07/12/1988, p. 29–30
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"Resolution of the ECSC Consultative Committee on the review of Member States' energy policies and of the progress made towards meeting the Community's 1995 energy objectives","","31988Y1027(01)","","","OJ C 277, 27/10/1988, p. 4–5
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)","Council Resolution of 29 June 1988 concerning the activities to be undertaken by the Joint Research Centre (JRC)","","31988Y0727(01)","","","OJ C 197, 27/07/1988, p. 4–5
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"Council Resolution of 26 November 1986 on a Community orientation to develop new and renewable energy sources","","31986Y1209(01)","","","OJ C 316, 09/12/1986, p. 1–2
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"Resolution of the ECSC Consultative Committee on the research programmes in the coal mining and the iron and steel industries","","31986Y1014(01)","","","OJ C 257, 14/10/1986, p. 2–3
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"Council Resolution of 16 September 1986 concerning new Community energy policy objectives for 1995 and convergence of the policies of the Member States","","31986Y0925(01)","","","OJ C 241, 25/09/1986, p. 1–3
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"Council Resolution of 15 September 1986 on improving energy efficiency in industrial firms in the Member States","","31986Y0924(01)","","","OJ C 240, 24/09/1986, p. 1–2
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT)",
"Agreement in the form of an exchange of letters between the European Atomic Energy Community (Euratom) and the Government of Canada, amending the Agreement between the European Atomic Energy Community (Euratom) and the Government of Canada of 6 October 1959 for cooperation in the peaceful uses of atomic energy - Agreed minutes to the Agreement in the form of an exchange of letters between the European Atomic Energy Community (Euratom) and the Government of Canada, amending the Agreement between the European Atomic Energy Community (Euratom) and the Government of Canada of 6 October 1959 for cooperation in the peaceful uses of atomic energy","","21985A0731(06)","","","OJ C 191, 31/07/1985, p. 3–6
		 (DA, DE, EL, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		ES, PT, CS, ET, LV, LT, HU, MT, PL, SK, SL, BG, RO, HR)
		",
"Council Resolution of 15 March 1985 on the rational use of energy in the building sector","","31985Y0326(01)","","","OJ C 78, 26/03/1985, p. 1–1
		 (DA, DE, EL, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		ES, PT)
		",
"Council Resolution of 15 January 1985 on the improvement of energy-saving programmes in the Member States","","31985Y0122(01)","","","OJ C 20, 22/01/1985, p. 1–4
		 (DA, DE, EL, EN, FR, IT, NL), This document has been published in a special edition(s) (
           		ES, PT)
		",
"84/510/EEC: Commission Decision of 17 October 1984 granting financial assistance within the framework of the special energy development programme (Only the English text is authentic)","","31984D0510","1985-11-26","1985-11-26","OJ L 283, 27/10/1984, p. 48–49
		 (DA, DE, EL, EN, FR, IT, NL)",
"84/511/EEC: Commission Decision of 17 October 1984 granting financial assistance within the framework of the special energy development programme (Only the German text is authentic)","","31984D0511","1985-11-26","1985-11-26","OJ L 283, 27/10/1984, p. 50–51
		 (DA, DE, EL, EN, FR, IT, NL)","84/455/ECSC: Commission Decision of 6 September 1984 approving aids from the Federal Republic of Germany to the coal-mining industry during 1983 (Only the German text is authentic)","","31984D0455","","","OJ L 255, 25/09/1984, p. 22–23
		 (DA, DE, EL, EN, FR, IT, NL)",
"84/456/ECSC: Commission Decision of 6 September 1984 approving aids from the United Kingdom for the coal-mining industry during the 1983/84 financial year (Only the English text is authentic)","","31984D0456","","","OJ L 255, 25/09/1984, p. 24–25
		 (DA, DE, EL, EN, FR, IT, NL)",
